;name;address;e-mail;site;telephone;e_mail
162;Marcel Apero Bistro;39 Place du Vieux Marche, 76000, Rouen France;;http://marcel-rouen.fr/;tel:+33 2 35 07 56 90;mailto:contact@marcel-rouen.fr?subject=?
163;El Palazzo;8 allee Eugene Delacroix, 76000, Rouen France;;https://www.facebook.com/ElPalazzo/;tel:+33 2 35 15 33 29;
164;La Terrasse;7 Place du Vieux Marche, 76000, Rouen France;;http://www.la-terrasse-rouen.fr/;tel:+33 2 35 88 17 92;mailto:laterrasserouen@gmail.com?subject=?
165;Saveurs de Chine;43 rue Saint Eloi, 76000, Rouen France;;http://saveursdechine76.fr;tel:+33 2 35 36 24 33;mailto:echoshi76@gmail.com?subject=?
166;Chez Mathilde;164 rue Eau de Robec, 76000, Rouen France;;http://www.facebook.com/chezmathilde.fr/;tel:+33 2 35 07 56 25;mailto:hello@chezmathilde.fr?subject=?
167;Seine et Quai;Quai Ferdinand de Lesseps Hangar 10, 76000, Rouen France;;http://seineetquai.fr/;tel:+33 2 35 00 40 21;mailto:seineetquai@gmail.com?subject=?
168;Moshi Moshi;51 rue de la Republique, 76000, Rouen France;;http://www.moshimoshi-rouen.fr/;tel:+33 2 35 88 57 12;mailto:contact@moshimoshi-rouen.fr?subject=?
169;Coyote Cafe;5 rue du Bac, 76000, Rouen France;;http://coyote-cafe.fr/;tel:+33 2 35 71 22 16;mailto:contact@coyote-cafe.fr?subject=?
170;Studio Fricot;71 rue Saint Nicolas Près cathédrale, 76000, Rouen France;;https://www.facebook.com/studiofricot/;tel:+33 2 35 00 77 49;
171;La Conjuration Des Fourneaux;149 rue Saint Hilaire, 76000, Rouen France;;http://www.laconjurationdesfourneaux.blogspot.in;tel:+33 9 50 48 75 89;mailto:laconjurationdesfourneaux@gmail.com?subject=?
172;Les Beaux Arts;34 rue Damiette, 76000, Rouen France;;http://www.restaurant-des-beaux-arts.com;tel:+33 2 35 70 17 15;
173;Pierre Champion;24 rue Rollon, 76000, Rouen France;;https://www.facebook.com/pages/category/European-Restaurant/260894360671711/;tel:+33 2 35 07 36 08;
174;Les Brigades du Kitsch;21 rue des Bons Enfants, 76000, Rouen France;;http://www.facebook.com/Les-Brigades-du-kitsch-712413418870165/;tel:+33 2 35 70 60 01;
175;Bambou;32 rue des Fosses Louis VIII Nouvelle Adresse, 76000, Rouen France;;;tel:+33 7 81 90 47 84;
176;Restaurant L'Espiguette;Place Saint Amand, 76000, Rouen France;;http://fr.gaultmillau.com/restaurant/l-espiguette;tel:+33 2 35 71 66 27;
177;Brasserie les 2 Rois;15 Place de la Pucelle D Orleans, 76000, Rouen France;;http://www.hotelsparouen.com/restaurant.php;tel:+33 2 35 14 50 50;mailto:info@hotelsparouen.com?subject=?
178;Maitre Corbeau;4 rue du Basnage, 76000, Rouen France;;http://www.maitre-corbeau.com;tel:+33 2 35 89 98 00;mailto:info@maitre-corbeau.com?subject=?
179;Tavola Calda Bistrot;29 rue Damiette, 76000, Rouen France;;http://www.facebook.com/Tavola-Calda-Bistrot-265937116819012/;tel:+33 2 35 52 02 70;mailto:tavolacaldabistrot@gmail.com?subject=?
180;Les Fondues De La Marmotte;25 rue du Vieux Palais, 76000, Rouen France;;http://www.facebook.com/LaMaisonsDesFonduesRouenLOfficielle/;tel:+33 2 35 76 76 76;mailto:foodblvd1@gmail.com?subject=?
181;L'addition;509 Contre allee route de Neufchatel, 76230 Isneauville, Rouen France;;https://www.facebook.com/pages/category/Restaurant/LAddition-200975133699140/;tel:+33 2 35 60 86 32;mailto:l.addition@outlook.com?subject=?
182;Taste of Tandoori;193 Rue St Julien St Sever, 76100, Rouen France;;http://tasteoftandoori-rouen.strikingly.com;tel:+33 2 35 62 31 88;
183;Le Pied de Poule;16 rue Victor Hugo, 76000, Rouen France;;https://www.facebook.com/Le-Pied-de-Poule-1625037737715482/;tel:+33 2 35 08 24 03;
184;Nachos;154 rue du Gros Horloge, 76000, Rouen France;;http://nachos.fr;tel:+33 2 35 00 72 66;mailto:contact@nachos.fr?subject=?
185;Au Feu De Bois Maison Hector;70 rue de la Motte, 76140 Le Petit Quevilly, Rouen France;;https://www.facebook.com/Au-Feu-De-Bois-Maison-Hector-768771379833115;;
186;Le Kashemir;13 rue Anatole France, 76000, Rouen France;;http://www.lekashemir-rouen.fr/;tel:+33 2 35 71 85 89;mailto:a.ashfaq76@gmail.com?subject=?
187;Fujiya Sushi Rouen;14 rue Sainte Croix des Pelletiers 14 Rue Sainte-Croix-des-Pelletiers, 76000, Rouen France;;http://www.fujiyasushi.fr;tel:+33 2 35 89 82 00;mailto:contact@fujiyasushi.fr?subject=?
188;Le Bistrot des 4 Saisons;59 rue d Amiens, 76000, Rouen France;;http://www.lebistrotdes4saisons.fr;tel:+33 2 35 70 28 10;
189;Le Central;8 rue du Bec, 76000, Rouen France;;https://www.facebook.com/Le-Central-350755788439093/;tel:+33 2 35 70 14 00;
190;bolibol;6 rue Massacre, 76000, Rouen France;;http://bolibol.fr;tel:+33 2 32 83 98 20;mailto:hello@bolibol.fr?subject=?
191;La Fleche Brasserie;14 Place de la Calende, 76000, Rouen France;;;tel:+33 2 35 71 95 61;
192;Le Bistrot Parisien;77 rue d Amiens, 76000, Rouen France;;http://www.bistrot-rouen.fr;tel:+33 2 35 36 92 71;mailto:barrande.eric@orange.fr?subject=?
193;Les Beaux Arts;34 rue Damiette, 76000, Rouen France;;http://www.restaurant-des-beaux-arts.com;tel:+33 2 35 70 17 15;
194;Burger Green;120 rue du General Leclerc, 76000, Rouen France;;https://www.facebook.com/BurgerGreenRouenBioFaitMaisonSolidaire/;tel:+33 6 13 47 21 78;mailto:burgergreenrouen@gmail.com?subject=?
195;Pagani;26 Rampe Cauchoise, 76000, Rouen France;;http://www.pagani.pizza;tel:+33 2 35 70 95 52;mailto:hello@pagani.pizza?subject=?
196;La Boite a Biere;35 rue Cauchoise, 76000, Rouen France;;http://www.laboiteabieres.fr;tel:+33 2 35 07 76 47;
197;Aux 3 Bonheurs;8, rue de Crosne, Rouen, Rouen France;;http://www.aux3bonheurs.fr;tel:+33 2 35 88 87 88;mailto:contact@aux3bonheurs.fr?subject=?
198;Arkose Rouen;181 quai du cours la Reine, 76100, Rouen France;;http://rouen.arkose.com/;tel:+33 2 90 87 01 50;mailto:contactrouen@arkose.com?subject=?
199;Le Carreau des Halles;Avenue Du Commandant Bernard Bicheray, 76000, Rouen France;;https://www.facebook.com/Le-Carreau-des-Halles-1215745111778343/;tel:+33 2 35 70 94 69;
200;Le Machacha;42 quai Cavelier de la Salle, 76100, Rouen France;;;tel:+33 2 35 73 10 01;
201;Delirium Cafe;30 rue des Vergetiers, 76000, Rouen France;;http://www.facebook.com/DeliriumCafeRouen;tel:+33 9 66 98 05 95;
202;Make & Eat;66 rue de la Republique, 76000, Rouen France;;https://www.facebook.com/pg/MakeAndEatRouen/about/?ref=page_internal;;
203;Auberge Saint-Jacques;547 Route de Gournay Saint Jacques sur Darnetal, 76160, Rouen France;;http://www.aubergesaintjacques.com/;tel:+33 2 35 23 79 04;mailto:auberges-saint-jacques@orange.fr?subject=?
204;Seine et Quai;Quai Ferdinand de Lesseps Hangar 10, 76000, Rouen France;;http://seineetquai.fr/;tel:+33 2 35 00 40 21;mailto:seineetquai@gmail.com?subject=?
205;Le Popcorn;21 rue du Vieux Palais, 76000, Rouen France;;https://le-popcorn.business.site/;tel:+33 2 35 36 53 39;
206;Little Italy;7 rue Beauvoisine, 76000, Rouen France;;http://fr-fr.facebook.com/Littleitalyrouen;tel:+33 2 35 15 21 78;mailto:atomeo@hotmail.fr?subject=?
207;Au QG;4 rue Ecuyere, 76000, Rouen France;;https://www.facebook.com/AuQGRouen/?rf=277361932295404;tel:+33 9 52 95 39 55;mailto:auqg.daveo@yahoo.fr?subject=?
208;Les Concessions;150 rue Eau de Robec, 76000, Rouen France;;https://www.facebook.com/Restaurant-Les-Concessions-575795472915319/;tel:+33 9 82 58 24 91;
209;Le Bakoua;20 rue du Vieux Palais, 76000, Rouen France;;https://www.facebook.com/Le-Bakoua-124304914341462/;tel:+33 2 35 89 25 55;mailto:fabriceguidezbakoua@orange.fr?subject=?
210;Delhi;15 Place Saint Marc, 76000, Rouen France;;https://www.facebook.com/DelhiRestaurant/;tel:+33 2 35 15 16 33;
211;Yvonne;119 rue Jeanne D Arc, 76000, Rouen France;;http://maisonyvonne.fr;tel:+33 2 35 71 67 33;
212;Crunchy Mellow;237 rue Eau de Robec, 76000, Rouen France;;http://www.facebook.com/CrunchyMellow/;tel:+33 9 70 92 18 06;
213;Croq'Saison;76 rue du General Leclerc, 76000, Rouen France;;http://croqsaison.fr/;tel:+33 2 35 98 41 96;mailto:contact@croqsaison.fr?subject=?
214;La Cabane à Mijo;Quais bas rive gauche Pont jeanne d'arc, 76000, Rouen France;;http://lacabaneamijo.com;tel:+33 6 49 74 24 43;mailto:lacabaneamijo@gmail.com?subject=?
215;Le Druide;78 route de Maromme, 76130 Mont-Saint-Aignan, Rouen France;;;tel:+33 2 35 74 32 00;
216;Papa Tom;Hangar 10 Quai Ferdinand De Lesseps, 76000, Rouen France;;https://www.facebook.com/papatomrouen/;tel:+33 2 35 98 03 27;mailto:papatomrouen@gmail.com?subject=?
217;La Casa de las Tapas;49 rue Moliere, 76000, Rouen France;;http://www.lacasadelastapasrouen.fr;tel:+33 2 35 89 20 62;
218;La FabriK;Espace des Maregraphes Quai de BoisGuilbert, 76000, Rouen France;;http://fabrik-rouen.fr/;tel:+33 2 35 70 70 00;mailto:contact@fabrik-rouen.fr?subject=?
219;Arkose Rouen;181 quai du cours la Reine, 76100, Rouen France;;http://rouen.arkose.com/;tel:+33 2 90 87 01 50;mailto:contactrouen@arkose.com?subject=?
220;Le Bamyan;168 rue Martainville, 76000, Rouen France;;;tel:+33 2 35 98 76 33;
221;Les Saveurs Du Liban;55 rue Saint Hilaire, 76000, Rouen France;;;tel:+33 2 76 00 67 47;
222;Le P'Tit Creux;38bis, place des Carmes, 76000, Rouen France;;https://www.facebook.com/Le-Ptit-Creux-1533960990151209/about/;tel:+33 2 35 58 24 26;mailto:le.p.tit.creux@orange.fr?subject=?
223;Quick Grill;8 rue Perciere, 76000, Rouen France;;http://www.facebook.com/Q-G-394425110725945/;tel:+33 9 80 31 28 59;mailto:katig-85@hotmail.com?subject=?
224;Fujiya Sushi Rouen;14 rue Sainte Croix des Pelletiers 14 Rue Sainte-Croix-des-Pelletiers, 76000, Rouen France;;http://www.fujiyasushi.fr;tel:+33 2 35 89 82 00;mailto:contact@fujiyasushi.fr?subject=?
225;Perle d'Asie SARL;2 Place de la Republique, 76000, Rouen France;;http://www.restaurant-perledasie.com;tel:+33 2 35 70 51 10;
226;Café de l'Époque;43 rue Armand Carrel, 76000, Rouen France;;https://www.facebook.com/cafedelepoque;tel:+33 9 51 40 93 26;mailto:cafedelepoquerouen@gmail.com?subject=?
227;Perle d'Orient;81 rue Saint Sever, 76100, Rouen France;;http://www.perle-dorient.com;tel:+33 9 86 71 89 00;mailto:perledorient76@gmail.com?subject=?
228;Le Lido;41 rue Armand Carrel, 76000, Rouen France;;;tel:+33 2 35 71 51 09;
229;Ginette;25-27 Place du Lieutenant Aubert, 76000, Rouen France;;http://www.ginettestore.fr;tel:+33 9 81 10 64 19;mailto:contact@ginettestore.fr?subject=?
230;Seine et Quai;Quai Ferdinand de Lesseps Hangar 10, 76000, Rouen France;;http://seineetquai.fr/;tel:+33 2 35 00 40 21;mailto:seineetquai@gmail.com?subject=?
231;Les Maraichers;37 Place du Vieux Marche Devant l'église Sainte Jeanne d'arc, 76000, Rouen France;;http://www.les-maraichers.fr;tel:+33 2 35 71 57 73;mailto:contact@les-maraichers.fr?subject=?
232;Restaurant d'application IFA Marcel Sauvage;11 rue du Tronquet IFA Marcel Sauvage, 76825 Mont-Saint-Aignan, Rouen France;;http://www.ifa-rouen.fr/page_IFA.php?page=restaurant_application;tel:+33 2 35 52 85 00;mailto:accueil@ifa-rouen.fr?subject=?
233;44;44 rue de la Champmesle, 76000, Rouen France;;http://www.facebook.com/Le44rouen/;tel:+33 6 99 55 01 01;
234;Urban Grill;133 rue Saint Sever, 76100, Rouen France;;;tel:+33 6 58 72 87 66;
235;Les Petits Parapluies;44 rue Bourg L Abbe, 76000, Rouen France;;http://www.lesptits-parapluies.com;tel:+33 2 35 88 55 26;
236;Les Beaux Arts;34 rue Damiette, 76000, Rouen France;;http://www.restaurant-des-beaux-arts.com;tel:+33 2 35 70 17 15;
237;Le Bistronomique;134 rue Saint Julien, 76100, Rouen France;;http://www.lebistronomique.com;tel:+33 2 35 72 58 37;mailto:lebistronomique@gmail.com?subject=?
238;Les Augustins;13 Place Saint Marc, 76000, Rouen France;;https://www.facebook.com/LesAugustins;;
239;Le Navy;11 rue des Augustins, 76000, Rouen France;;http://lenavy.fr;tel:+33 2 35 70 01 53;mailto:yachirakly@hotmail.fr?subject=?
240;Les Beauvoisins;21 rue Beauvoisine, 76000, Rouen France;;http://www.facebook.com/lesbeauvoisins/;tel:+33 9 86 76 08 42;
241;The Moon Pizza & Kebab;3 B rue des Bons Enfants, 76000, Rouen France;;http://mythemoon.com;tel:+33 2 35 62 99 86;mailto:mythemoon@free.fr?subject=?
242;Le Petit Bar;5 B rue Damiette, 76000, Rouen France;;https://www.facebook.com/LePetitBarCocktails/;tel:+33 7 69 27 07 92;mailto:lepetitbar76@gmail.com?subject=?
243;Le Pardaillan;Avenue du general de gaulle, 76140 Le Petit Quevilly, Rouen France;;;tel:+33 2 35 03 91 85;
244;Le 1880 Bar;Place Bernard Tissot Hôtel de Dieppe, 76000, Rouen France;;https://hotel-dieppe.fr/le-1880-bar/;tel:+33 2 78 77 12 79;mailto:contact@hotel-dieppe.fr?subject=?
245;La P’Tite Jeanne;5 Place de la Cathedrale, 76000, Rouen France;;;tel:+33 2 35 07 11 68;mailto:axele.gosselin76@icloud.com?subject=?
246;Le Comptoir du Malt;Rue du Mont Perreux Plaine de la Ronce, 76230 Isneauville, Rouen France;;http://www.lecomptoirdumalt.fr/;tel:+33 2 32 19 02 99;mailto:snayet@lecomptoirdumalt.frumalt.fr?subject=?
247;Citizen Coffee;4 rue de l Ecureuil, 76000, Rouen France;;https://www.facebook.com/BelleCuisineEtBonCafe/;tel:+33 2 35 71 49 42;
248;Chez Riquette;102 rue Malpalu, 76000, Rouen France;;http://www.facebook.com/pages/Chez-Riquette/202399319777827;tel:+33 2 27 08 40 90;
249;La Part des Anges;4 Place de la Pucelle D Orleans, 76000, Rouen France;;https://www.facebook.com/pages/category/French-Restaurant/Brasserie-La-PART-DES-Anges-Place-de-la-Pucelle-Rouen-233297176797935/;tel:+33 2 35 07 65 49;
250;A la Braise;10 rue Saint Vivien, 76000, Rouen France;;https://www.facebook.com/alabraise/;tel:+33 9 73 24 02 34;mailto:nab076@yahoo.fr?subject=?
251;Seine et Quai;Quai Ferdinand de Lesseps Hangar 10, 76000, Rouen France;;http://seineetquai.fr/;tel:+33 2 35 00 40 21;mailto:seineetquai@gmail.com?subject=?
252;La Fee Torchette;21 rue des Augustins, 76000, Rouen France;;https://www.facebook.com/La-F%C3%A9e-Torchette-167373909947540/;tel:+33 9 87 11 85 89;mailto:camtarbleu@yahoo.fr?subject=?
253;La Kozina De Saint Maclou;158 rue Martainville, 76000, Rouen France;;;tel:+33 2 32 83 73 81;
254;Les gouts thé de nessie;2 rue Adrien Pasquier, 76000, Rouen France;;http://www.facebook.com/lesgoutsthedeNessie;tel:+33 9 51 60 09 67;
255;Grazie!;19 rue du Bec, 76000, Rouen France;;https://www.facebook.com/grazierouen/;tel:+33 2 76 61 38 43;mailto:contact@grazie-rouen.fr?subject=?
256;Fujiya Sushi Rouen;14 rue Sainte Croix des Pelletiers 14 Rue Sainte-Croix-des-Pelletiers, 76000, Rouen France;;http://www.fujiyasushi.fr;tel:+33 2 35 89 82 00;mailto:contact@fujiyasushi.fr?subject=?
257;Emji;3 Place Dominique Laboubee Rue massacre, 76000, Rouen France;;http://www.emjicafe.fr;tel:+33 2 35 36 66 02;mailto:contact@emjicafe.fr?subject=?
258;Kenta et Akira;47 B Place du General de Gaulle, 76000, Rouen France;;http://www.facebook.com/P%C3%A2tisserie-Salon-de-th%C3%A9-Kenta-et-Akira-256722547792068;;
259;Station Service;Allee Eugene Delacroix, 76000, Rouen France;;https://www.facebook.com/stationservicerouen/;tel:+33 2 32 08 66 43;mailto:contact@stationservicerouen.fr?subject=?
260;Les Papilles en Seine;16 quai Cavelier de la Salle, 76100, Rouen France;;https://www.facebook.com/LesPapillesEnSeine/;tel:+33 2 76 61 13 02;mailto:lespapillesenseine@gmail.com?subject=?
261;Arkose Rouen;181 quai du cours la Reine, 76100, Rouen France;;http://rouen.arkose.com/;tel:+33 2 90 87 01 50;mailto:contactrouen@arkose.com?subject=?
262;Le Diplomate;10 Place du Marechal Foch, 76000, Rouen France;;;tel:+33 2 32 10 09 79;
263;Le Vintage;8 rue Jean Lecanuet, 76000, Rouen France;;http://www.facebook.com/barlevintage/?ref=bookmarks;tel:+33 9 81 94 18 63;
264;Grill Courtepaille;63 rue Pierre Corneille Allies Park, 76140 Le Petit Quevilly, Rouen France;;https://restaurants-grill.courtepaille.com/restaurants-grillades/rouen-petit-quevilly/237;tel:+33 2 32 18 42 90;
265;Racine 14;14 rue Racine, 76000, Rouen France;;http://racine14.wix.com/racine14;tel:+33 2 76 00 32 93;
266;Les Beaux Arts;34 rue Damiette, 76000, Rouen France;;http://www.restaurant-des-beaux-arts.com;tel:+33 2 35 70 17 15;
267;L'Authentique;47 Place du General de Gaulle, 76000, Rouen France;;https://www.facebook.com/pages/category/Pizza-Place/LAuthentique-Pizzeria-Restaurant-847852808562769/;tel:+33 2 35 71 67 79;
268;Les Wrapettes;76130 Le Petit Quevilly, Rouen France;;http://www.leswrapettes.fr;tel:+33 6 32 02 22 10;mailto:contact@leswrapettes.fr?subject=?
269;Mon premier... bar bistrot;1 rue de la Savonnerie, 76000, Rouen France;;http://www.facebook.com/monpremierbarbistrot/;tel:+33 6 87 53 79 53;
270;Bertin Philippe;4 Place Barthelemy, 76000, Rouen France;;;tel:+33 2 35 88 50 92;
271;Ker Juliette;Centre Commercial Saint Sever, Avenue de Bretagne, 76100, Rouen France;;https://kerjuliette.fr;tel:+33 6 79 28 22 54;
272;BiboVino;40 rue Cauchoise, 76000, Rouen France;;http://www.facebook.com/bibovinorouen/;tel:+33 2 35 98 04 48;mailto:rouen@bibovino.fr?subject=?
273;Le Moliere Rouen;30 rue des Augustins, 76000, Rouen France;;http://le-moliere-bar-rouen.eatbu.com;tel:+33 2 35 15 06 75;
274;La Tavola;11 Place du Vieux Marche, 76000, Rouen France;;http://www.brasserie-latavola.fr/;tel:+33 2 35 71 46 29;mailto:latavola.rouen@gmail.com?subject=?
275;Koto-Sushi;30 rue Jeanne D Arc, 76000, Rouen France;;http://www.planetsushi.fr;tel:+33 2 77 70 36 78;mailto:contact@koto-sushi.fr?subject=?
276;Hôtel Mercure Rouen Centre Cathédrale;7 rue de la Croix de Fer, 76000, Rouen France;;http://www.accorhotels.com/gb/hotel-1301-hotel-mercure-rouen-centre-cathedrale/index.shtml;;mailto:H1301@accor.com?subject=?
277;Punjab;3 rue des Bons Enfants, 76000, Rouen France;;http://www.facebook.com/lepunjabrouen/;tel:+33 2 79 91 53 92;mailto:contact@punjab-rouen.fr?subject=?
278;My Hometown Cafe;12 rue du petit Salut, 76000, Rouen France;;https://www.facebook.com/myhometowncaferouen/;tel:+33 2 79 91 33 58;
279;Chez le Chef Panda;5 rue de la Pie Place du Vieux Marche, 76000, Rouen France;;http://chezlechefpanda.com;tel:+33 2 35 07 55 44;mailto:chezlechefpanda@hotmail.com?subject=?
280;J Sushi;Mail Andree Putman, 76000, Rouen France;;;tel:+33 2 35 98 28 85;
281;Seine et Quai;Quai Ferdinand de Lesseps Hangar 10, 76000, Rouen France;;http://seineetquai.fr/;tel:+33 2 35 00 40 21;mailto:seineetquai@gmail.com?subject=?
282;le bouchon d Isneauville;1370 route de Neufchatel, 76230 Isneauville, Rouen France;;;tel:+33 2 32 19 44 86;
283;La Cantine;192 rue Eau de Robec, 76000, Rouen France;;http://lacantinerouen.fr;tel:+33 6 62 81 56 74;mailto:contact@lacantinerouen.fr?subject=?
284;La Rotonde;61 rue Saint Sever, 76100, Rouen France;;;;
285;Le Nawaab;7 rue des Augustins, 76000, Rouen France;;;tel:+33 2 32 12 14 01;
286;Arkose Rouen;181 quai du cours la Reine, 76100, Rouen France;;http://rouen.arkose.com/;tel:+33 2 90 87 01 50;mailto:contactrouen@arkose.com?subject=?
287;Chez Sophie;67 rue aux Ours, 76000, Rouen France;;https://www.facebook.com/chezsophie.rouen/;tel:+33 2 35 70 05 80;
288;Casari AfricanFastFood;Avenue de Bretagne Centre Commercial Saint Sever, 76100, Rouen France;;https://www.facebook.com/casari.africanfood/;tel:+33 2 32 10 95 63;
289;La Cantine Du P'tit Dalloz;32 rue de le Nostre, 76000, Rouen France;;https://www.facebook.com/La-cantine-du-dalloz-204092270390044/;;
290;Au Wagon;3 rue Maladrerie, 76000, Rouen France;;https://www.facebook.com/auwagonrouen/;tel:+33 2 35 71 45 24;
291;Poissonnerie des Halles;Place du Vieux Marche Fica No Mercado Antigo, 76000, Rouen France;;;tel:+33 2 35 71 45 84;
292;Les Beaux Arts;34 rue Damiette, 76000, Rouen France;;http://www.restaurant-des-beaux-arts.com;tel:+33 2 35 70 17 15;
293;Madame;4 Place Saint Marc, 76000, Rouen France;;http://restaurant-madame.fr/;tel:+33 2 35 07 70 71;mailto:contact@restaurant-madame.fr?subject=?
294;Bistrot Des Abattoirs;33 rue Henri II Plantagenet En face de la bibliotheque Simone de BEAUVOIR, 76100, Rouen France;;http://www.facebook.com/lebistrotdesabattoirs.rouen/;tel:+33 2 35 72 78 70;
295;Le Bistrot Des Carmes;37 rue des Carmes, 76000, Rouen France;;;tel:+33 2 35 71 66 89;
296;Le Vixen Rouen;58 rue Armand Carrel, 76000, Rouen France;;https://www.facebook.com/VIXEN-Rouen-1891248317826968/;;
297;Fujiya Sushi Rouen;14 rue Sainte Croix des Pelletiers 14 Rue Sainte-Croix-des-Pelletiers, 76000, Rouen France;;http://www.fujiyasushi.fr;tel:+33 2 35 89 82 00;mailto:contact@fujiyasushi.fr?subject=?
298;Creperie Le Grand Duc;14 Place Cauchoise, 76000, Rouen France;;https://www.le-grand-duc.com;tel:+33 9 67 06 62 07;
299;Le Duo;71 avenue Jean Jaures, 76140 Le Petit Quevilly, Rouen France;;;tel:+33 2 32 18 71 93;
300;Chez Pepe et Fils;10 rue du Vieux Palais, 76000, Rouen France;;http://www.chez-pepe.com/;tel:+33 2 35 15 01 50;
301;Leo a Table;1 rue Georges Braque, 76000, Rouen France;;https://www.facebook.com/L%C3%A9o-%C3%A0-table-648774535333856/;tel:+33 2 76 61 65 65;
302;Soleil D'Afrique;143 rue Beauvoisine, 76000, Rouen France;;https://soleil-dafrique-rouen.eatbu.com/?lang=en;tel:+33 9 80 44 45 96;
303;Blotti;30 rue Socrate, 76000, Rouen France;;http://blotti.fr/;tel:+33 2 35 70 63 33;mailto:contact@blotti.fr?subject=?
304;Le Dauphin;Centre Commercial La Vatine Centre Carrefour, 76130 Mont-Saint-Aignan, Rouen France;;;tel:+33 2 35 60 17 71;
305;Les Ptits Parapluies;Place de la Rougemare, 76000, Rouen France;;http://www.lesptits-parapluies.com;tel:+33 2 35 88 55 26;
306;Le Relais Saint Germain;5 Place Saint Germain, 61340 Preaux, Rouen France;;http://www.le-relais-st-germain.com;tel:+33 2 33 73 33 39;mailto:contact@le-relais-st-germain.com?subject=?
307;Bistrot en Seine;quai Ferdinand de Lesseps Hangar 9, 76000, Rouen France;;http://www.facebook.com/bistrotenseine/;tel:+33 6 46 71 32 06;
308;So Falafel;62 rue Louis Ricard Pres de la Place Beauvoisine, 76000, Rouen France;;http://www.facebook.com/sofalafel;tel:+33 9 86 29 79 79;mailto:mostafa_y83@yahoo.com?subject=?
309;Cafe Augustin;11 Place Jacques Lelieur, 76000, Rouen France;;https://www.facebook.com/augustinrouen/;tel:+33 6 69 41 56 71;mailto:coffeeaugustin@gmail.com?subject=?
310;La Berteliere;1641 Avenue Mesnil Gremichon Qualys Hotel La Berteliere, 76160, Rouen France;;http://www.laberteliere.com;tel:+33 2 35 60 44 00;mailto:laberteliere@wanadoo.fr?subject=?
311;Les Beaux Arts;34 rue Damiette, 76000, Rouen France;;http://www.restaurant-des-beaux-arts.com;tel:+33 2 35 70 17 15;
312;L’Echoppe Gourmande;Place de la Calende, 76000, Rouen France;;https://www.facebook.com/L%C3%A9choppe-gourmande-Rouen-1811569005757629/;tel:+33 2 35 00 86 03;
313;Bchef;8 allee Eugene Delacroix Centre Commercial Espace du Palais, 76000, Rouen France;;https://www.facebook.com/BchefRouenEspaceDuPalais/;;mailto:contact.bchef.rouen@gmail.com?subject=?
314;Bandol;27 rue Verte, 76000, Rouen France;;;tel:+33 2 35 71 46 43;
315;Bagelstein;62 rue Jeanne D Arc, 76000, Rouen France;;http://www.bagelstein.com/magasin/67;tel:+33 2 35 36 24 89;mailto:jeannedarc-rouen@bagelstein.com?subject=?
316;Upick;10 rue Guillaume le Conquerant, 76000, Rouen France;;https://www.facebook.com/UpickRouen;tel:+33 9 86 18 12 60;
317;Arkose Rouen;181 quai du cours la Reine, 76100, Rouen France;;http://rouen.arkose.com/;tel:+33 2 90 87 01 50;mailto:contactrouen@arkose.com?subject=?
318;Les Artisans de La calende;1 Place de la Calende, 76000, Rouen France;;;;
319;Le Petit Bistrot 76;Le Petit Bistrot - 26 Quai Gaston Boulet, 76000, Rouen France;;http://www.facebook.com/PetitBistrotRouen/;tel:+33 2 35 08 92 29;mailto:lepetitbistrot76@gmail.com?subject=?
320;Les Colonnades;189 rue Saint Julien, 76100, Rouen France;;http://www.facebook.com/Les.Colonnades.Rouen;tel:+33 2 35 72 32 89;
321;76ème avenue;76 avenue de Caen, 76100, Rouen France;;;tel:+33 2 35 15 80 38;
322;Topkapi;31 avenue Gustave Flaubert, 76000, Rouen France;;https://www.facebook.com/Topkapi-Rouen-2004337179797369/;tel:+33 2 32 08 47 77;
323;Fujiya Sushi Rouen;14 rue Sainte Croix des Pelletiers 14 Rue Sainte-Croix-des-Pelletiers, 76000, Rouen France;;http://www.fujiyasushi.fr;tel:+33 2 35 89 82 00;mailto:contact@fujiyasushi.fr?subject=?
324;Cocorico;Hangar 107 107, allée François Mitterrand, 76100, Rouen France;;http://www.cocorico-rouen.com/;tel:+33 2 78 77 11 36;
325;Fujiya Sushi - République Rouen;94 rue de la Republique, 76000, Rouen France;;http://www.fujiyasushi.fr;tel:+33 2 35 07 15 44;
326;Le Bistrot Perciere;11 rue Perciere, 76000, Rouen France;;;tel:+33 2 32 10 66 53;
327;O Verts Galants;6 rue Lucien Vallee, 76140 Le Petit Quevilly, Rouen France;;;tel:+33 2 35 72 32 90;
328;Seine et Quai;Quai Ferdinand de Lesseps Hangar 10, 76000, Rouen France;;http://seineetquai.fr/;tel:+33 2 35 00 40 21;mailto:seineetquai@gmail.com?subject=?
329;Au Club;37 rue de la Croix Vaubois Locaux ASRUC, 76130 Mont-Saint-Aignan, Rouen France;;https://www.facebook.com/AuClub76130/?ref=page_internal;tel:+33 6 30 79 48 29;mailto:contact@cordier-traiteur.com?subject=?
330;Leya Traiteur Libanais;31 rue Armand Carrel, 76000, Rouen France;;http://www.leya-traiteur.com/;tel:+33 2 35 89 71 82;mailto:contact@leya-traiteur.com?subject=?
331;Cafe Tabacs de la Gare;109 rue Jeanne D Arc 5 Rue Verte, 76000, Rouen France;;https://www.facebook.com/cafetabacsdelagare/;tel:+33 2 35 71 58 57;
